Time,sum([sp77]),sum([sp78]),sum([sp79]),sum([sp80]),sum([sp81]),sum([sp82]),sum([sp83]),sum([sp84]),sum([sp85]),sum([sp86]),sum([sp87]),sum([sp88]),sum([sp89]),sum([sp90]),sum([sp91])
43502.982437614366,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43624.606585630565,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43644.74152653113,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43737.53765196591,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43803.31465845135,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43812.40971529233,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43823.34143717803,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43895.20073834876,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55402.27462498386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55539.07406456757,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55682.91348741339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
55742.26398826897,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59157.704579046775,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59169.95410138428,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61269.2677416039,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61297.64622455751,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
62577.54313910143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62670.5365558759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62765.493146977096,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62924.00727687674,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63055.43477796325,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
63077.81704554525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65073.347803518984,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65109.81152679458,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69771.21102413759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
69788.64924582372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76662.37431786154,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
76705.26662482285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78013.20538550022,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
78059.37380750531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83280.01038888343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83302.3249780504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
83720.21884382973,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85700.8718415381,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85720.99921479168,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85737.34428134808,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
85785.31560058262,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90040.61818136618,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
90065.04883824421,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94452.77756487006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
94479.41018237316,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
96469.10632020094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100535.90271225997,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
100575.72835765558,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
101313.63305081456,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102169.45762999608,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
102229.8690753424,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104248.10326303933,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104271.93854017924,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104875.17691169027,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
104888.01404592503,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
105966.93422080686,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106187.64876362066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
106202.60027607885,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107687.76379655905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
107712.12996394275,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111533.5374834573,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114230.97764428593,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
114256.6859822862,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127420.06639181548,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
127446.3608579348,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133143.69697835736,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133207.4395602499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135803.0858703971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
135856.77680405884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
138940.58569098279,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
139001.36791086433,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140830.44796913533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
140873.20376194592,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
144679.02703731714,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146713.77399520978,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
146774.97528818596,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
148517.21573038588,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
161951.07900118036,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163790.653970066,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163824.91804981476,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163861.83594652562,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
163947.46338984123,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
169305.31933144003,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
175389.4520592412,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178434.01457713902,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178457.72607572746,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
178769.71052850081,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186578.13164917947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
186614.31897026868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187327.64370687277,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
187347.70475232252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188354.50194904135,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
188374.93507901224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189634.7662348788,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
189691.19068265983,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192499.124302839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
192531.86224163233,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196598.35363145877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
196665.9280391042,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198425.06896506404,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
198482.15242005384,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200760.78408129638,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
200779.5113540326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206263.0386492864,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
206320.38561154035,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215342.64739822145,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
215387.90252524024,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217256.59278009916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217275.58857757383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217448.90807121372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
217488.19882002386,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218355.65701052113,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
218377.81123609617,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223295.4109679959,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
223404.58715347698,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225847.2134063635,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
225882.22207085261,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
227910.7043306631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
227921.85394724694,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
230149.29429541907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237349.20735691037,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237853.06007289703,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241616.94664235623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
241804.91717250273,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
245861.61126350585,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
246405.5263310553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248346.95601808422,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
248522.50846722905,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251642.65253975155,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251678.49010499706,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260105.59711676504,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260140.30267965657,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260441.5025464768,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260475.3940267882,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264606.4442473109,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
264646.06825821556,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267024.4835322382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267063.4235467769,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
269555.9903851783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
270775.44605396985,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276141.03647353017,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
276174.24186696537,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278155.1953444441,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
278184.30550921627,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
282180.00997311395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
282207.1013502759,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291485.0079627772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
291528.25287898775,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294349.6626204152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
294379.60862373246,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298712.9403543568,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
298738.1527265093,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304858.79410167667,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
304901.4369811607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305154.1080719004,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
305206.4344716224,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306533.770072695,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
306549.9435426529,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307899.0337791352,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307917.2672050908,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
307980.40707392164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308012.8573468811,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308750.4403619191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
308801.26891573373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309801.26167150587,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
309873.0292483526,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
311386.0378997774,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
311441.3628649333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
313149.7426247476,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
316541.6694009407,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323326.69959500525,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
323400.2825831988,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325566.69621467893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
325617.9269807986,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329508.19970186666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
329525.9936052158,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
343624.2011049764,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
343692.92774369696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
345523.8875366169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346797.84790141415,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
346892.8620702807,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349674.99249917164,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
349785.36303888453,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
352435.4932525648,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
354005.2617262061,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
364599.07919324306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
364618.86592956394,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365064.63553398877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
365091.1511880976,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370084.0742912837,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
370143.93511082884,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375798.2181555241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375810.34780335455,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375844.1988744473,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
375884.1930753782,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
377123.6889333631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
377139.3467717805,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
381265.50814928877,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389152.6557175368,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
389191.6078202687,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393301.310778479,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
393323.28728219745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394781.635348758,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
394808.3675013366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
396561.86946058075,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397792.8062914241,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
397880.35556045116,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398043.5488914833,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398113.2647805938,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398917.9776312294,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
398956.1541589189,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400610.93617356307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
400741.5904868804,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404093.77081907634,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
404112.87743903743,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406579.98057091376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406619.8363016553,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406716.31963256595,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
406989.2062311493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
413894.05187461025,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
413999.6618223907,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422131.23095602094,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
422172.4571043934,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
424280.3609282839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
425098.030476631,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
425176.9160900533,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431266.30822685646,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431342.6348995115,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431524.3551316518,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
431630.28420467005,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
433029.3207158723,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
433043.0264903738,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434418.88088955317,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
434495.39449077536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437526.12461298186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
437602.8517349889,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
438645.0028374809,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
438669.9016948517,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
445499.42009122745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446135.88015065354,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
446152.83770610683,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
454191.4092336707,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
454359.4100887175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
459950.1581803285,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
459995.425967191,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
460750.57159038493,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
461127.3570467202,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
461288.1966661011,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
465008.8236297803,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
465045.86972697766,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466268.9255372307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
466362.3877589079,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472317.84920468426,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
472364.67163648107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475458.90666785196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
475520.4202013953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
476940.23777869105,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
476950.9738860671,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
477590.1923528879,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
477605.082405427,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
477781.0240650913,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
477895.79854364815,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
481466.69226770074,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
483189.0840076929,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
483226.81160570605,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
483506.0356699375,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
483574.98708631395,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485118.93672418373,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485133.25328221417,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485937.4070066625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
485950.04453132366,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
490664.56639206444,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
490693.6468818128,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
492228.31601299817,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
503513.6192296858,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
506775.6241321378,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507533.11881365965,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
507595.60542487336,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509900.55062227196,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
509914.5127738374,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
510320.45476976945,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
510547.82253122487,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
510589.385730666,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
517100.21614231745,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
517110.5700491625,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519328.82625241677,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
519347.4986677039,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522641.6129384088,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
522660.262386921,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
542522.2204216436,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
542546.180512448,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545551.4304005827,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545583.0327279463,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545616.0734420673,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545699.5373971085,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545728.3464023789,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545754.7108152306,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545802.4081639344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
547832.1450351678,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
547867.635729,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
548913.4508648008,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
548948.8517693167,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
557804.4879911217,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
557826.2440067602,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
565451.2340752186,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
567405.3005983292,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
567418.0170605767,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572040.348051912,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572053.5400581472,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
572989.0646719509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573226.1168528269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
574541.4170569454,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
575880.3152899779,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
576152.2761719545,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
576213.6603235218,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
582018.5581719484,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
582033.2084989578,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
584280.3517621728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
584334.2682271802,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
586896.1962704461,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
586983.4770156514,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
588640.0373007951,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
588672.2438253154,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
596186.3749800762,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
596234.6050855608,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
596404.3524263018,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
596430.9486415792,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
596656.0365699069,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
596679.8015153817,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597002.4437240292,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597076.7924283145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597181.602678276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
597266.9645663456,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
600982.3309274067,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
601306.4019221269,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
